"PLZ","Station","Abholdatum"
8001,"Burgwies","2019-01-21"
8001,"Burgwies","2019-02-18"
8001,"Burgwies","2019-03-18"
8001,"Burgwies","2019-04-15"
8001,"Burgwies","2019-05-13"
8001,"Burgwies","2019-07-08"
8001,"Burgwies","2019-09-02"
8001,"Burgwies","2019-09-30"
8001,"Burgwies","2019-10-28"
8001,"Burgwies","2019-11-25"
8001,"Tramdepot Hard","2019-01-19"
8001,"Tramdepot Hard","2019-02-16"
8001,"Tramdepot Hard","2019-03-16"
8001,"Tramdepot Hard","2019-04-13"
8001,"Tramdepot Hard","2019-05-11"
8001,"Tramdepot Hard","2019-06-08"
8001,"Tramdepot Hard","2019-07-06"
8001,"Tramdepot Hard","2019-08-31"
8001,"Tramdepot Hard","2019-09-28"
8001,"Tramdepot Hard","2019-10-26"
8001,"Tramdepot Hard","2019-11-23"
8001,"Tramdepot Hard","2019-12-21"
8001,"Tramdepot Universität Irchel","2019-01-17"
8001,"Tramdepot Universität Irchel","2019-02-14"
8001,"Tramdepot Universität Irchel","2019-03-14"
8001,"Tramdepot Universität Irchel","2019-04-11"
8001,"Tramdepot Universität Irchel","2019-05-09"
8001,"Tramdepot Universität Irchel","2019-06-06"
8001,"Tramdepot Universität Irchel","2019-07-04"
8001,"Tramdepot Universität Irchel","2019-08-29"
8001,"Tramdepot Universität Irchel","2019-09-26"
8001,"Tramdepot Universität Irchel","2019-10-24"
8001,"Tramdepot Universität Irchel","2019-11-21"
8001,"Tramdepot Universität Irchel","2019-12-19"
8002,"Strassenverkehrsamt","2019-01-25"
8002,"Strassenverkehrsamt","2019-02-22"
8002,"Strassenverkehrsamt","2019-03-22"
8002,"Strassenverkehrsamt","2019-05-17"
8002,"Strassenverkehrsamt","2019-06-14"
8002,"Strassenverkehrsamt","2019-07-12"
8002,"Strassenverkehrsamt","2019-09-06"
8002,"Strassenverkehrsamt","2019-10-04"
8002,"Strassenverkehrsamt","2019-11-01"
8002,"Strassenverkehrsamt","2019-11-29"
8002,"Wollishofen","2019-01-14"
8002,"Wollishofen","2019-02-11"
8002,"Wollishofen","2019-03-11"
8002,"Wollishofen","2019-04-08"
8002,"Wollishofen","2019-05-06"
8002,"Wollishofen","2019-06-03"
8002,"Wollishofen","2019-07-01"
8002,"Wollishofen","2019-08-26"
8002,"Wollishofen","2019-09-23"
8002,"Wollishofen","2019-10-21"
8002,"Wollishofen","2019-11-18"
8002,"Wollishofen","2019-12-16"
8003,"Letzigrund","2019-01-15"
8003,"Letzigrund","2019-02-12"
8003,"Letzigrund","2019-03-12"
8003,"Letzigrund","2019-04-09"
8003,"Letzigrund","2019-05-07"
8003,"Letzigrund","2019-06-04"
8003,"Letzigrund","2019-07-02"
8003,"Letzigrund","2019-08-27"
8003,"Letzigrund","2019-09-24"
8003,"Letzigrund","2019-10-22"
8003,"Letzigrund","2019-11-19"
8003,"Letzigrund","2019-12-17"
8003,"Strassenverkehrsamt","2019-01-25"
8003,"Strassenverkehrsamt","2019-02-22"
8003,"Strassenverkehrsamt","2019-03-22"
8003,"Strassenverkehrsamt","2019-05-17"
8003,"Strassenverkehrsamt","2019-06-14"
8003,"Strassenverkehrsamt","2019-07-12"
8003,"Strassenverkehrsamt","2019-09-06"
8003,"Strassenverkehrsamt","2019-10-04"
8003,"Strassenverkehrsamt","2019-11-01"
8003,"Strassenverkehrsamt","2019-11-29"
8004,"Letzigrund","2019-01-15"
8004,"Letzigrund","2019-02-12"
8004,"Letzigrund","2019-03-12"
8004,"Letzigrund","2019-04-09"
8004,"Letzigrund","2019-05-07"
8004,"Letzigrund","2019-06-04"
8004,"Letzigrund","2019-07-02"
8004,"Letzigrund","2019-08-27"
8004,"Letzigrund","2019-09-24"
8004,"Letzigrund","2019-10-22"
8004,"Letzigrund","2019-11-19"
8004,"Letzigrund","2019-12-17"
8004,"Tramdepot Hard","2019-01-19"
8004,"Tramdepot Hard","2019-02-16"
8004,"Tramdepot Hard","2019-03-16"
8004,"Tramdepot Hard","2019-04-13"
8004,"Tramdepot Hard","2019-05-11"
8004,"Tramdepot Hard","2019-06-08"
8004,"Tramdepot Hard","2019-07-06"
8004,"Tramdepot Hard","2019-08-31"
8004,"Tramdepot Hard","2019-09-28"
8004,"Tramdepot Hard","2019-10-26"
8004,"Tramdepot Hard","2019-11-23"
8004,"Tramdepot Hard","2019-12-21"
8005,"Tramdepot Hard","2019-01-19"
8005,"Tramdepot Hard","2019-02-16"
8005,"Tramdepot Hard","2019-03-16"
8005,"Tramdepot Hard","2019-04-13"
8005,"Tramdepot Hard","2019-05-11"
8005,"Tramdepot Hard","2019-06-08"
8005,"Tramdepot Hard","2019-07-06"
8005,"Tramdepot Hard","2019-08-31"
8005,"Tramdepot Hard","2019-09-28"
8005,"Tramdepot Hard","2019-10-26"
8005,"Tramdepot Hard","2019-11-23"
8005,"Tramdepot Hard","2019-12-21"
8006,"Tramdepot Universität Irchel","2019-01-17"
8006,"Tramdepot Universität Irchel","2019-02-14"
8006,"Tramdepot Universität Irchel","2019-03-14"
8006,"Tramdepot Universität Irchel","2019-04-11"
8006,"Tramdepot Universität Irchel","2019-05-09"
8006,"Tramdepot Universität Irchel","2019-06-06"
8006,"Tramdepot Universität Irchel","2019-07-04"
8006,"Tramdepot Universität Irchel","2019-08-29"
8006,"Tramdepot Universität Irchel","2019-09-26"
8006,"Tramdepot Universität Irchel","2019-10-24"
8006,"Tramdepot Universität Irchel","2019-11-21"
8006,"Tramdepot Universität Irchel","2019-12-19"
8008,"Burgwies","2019-01-21"
8008,"Burgwies","2019-02-18"
8008,"Burgwies","2019-03-18"
8008,"Burgwies","2019-04-15"
8008,"Burgwies","2019-05-13"
8008,"Burgwies","2019-07-08"
8008,"Burgwies","2019-09-02"
8008,"Burgwies","2019-09-30"
8008,"Burgwies","2019-10-28"
8008,"Burgwies","2019-11-25"
8008,"Tiefenbrunnen","2019-01-23"
8008,"Tiefenbrunnen","2019-02-20"
8008,"Tiefenbrunnen","2019-03-20"
8008,"Tiefenbrunnen","2019-04-17"
8008,"Tiefenbrunnen","2019-05-15"
8008,"Tiefenbrunnen","2019-06-12"
8008,"Tiefenbrunnen","2019-07-10"
8008,"Tiefenbrunnen","2019-09-04"
8008,"Tiefenbrunnen","2019-10-02"
8008,"Tiefenbrunnen","2019-10-30"
8008,"Tiefenbrunnen","2019-11-27"
8032,"Burgwies","2019-01-21"
8032,"Burgwies","2019-02-18"
8032,"Burgwies","2019-03-18"
8032,"Burgwies","2019-04-15"
8032,"Burgwies","2019-05-13"
8032,"Burgwies","2019-07-08"
8032,"Burgwies","2019-09-02"
8032,"Burgwies","2019-09-30"
8032,"Burgwies","2019-10-28"
8032,"Burgwies","2019-11-25"
8037,"Tramdepot Hard","2019-01-19"
8037,"Tramdepot Hard","2019-02-16"
8037,"Tramdepot Hard","2019-03-16"
8037,"Tramdepot Hard","2019-04-13"
8037,"Tramdepot Hard","2019-05-11"
8037,"Tramdepot Hard","2019-06-08"
8037,"Tramdepot Hard","2019-07-06"
8037,"Tramdepot Hard","2019-08-31"
8037,"Tramdepot Hard","2019-09-28"
8037,"Tramdepot Hard","2019-10-26"
8037,"Tramdepot Hard","2019-11-23"
8037,"Tramdepot Hard","2019-12-21"
8037,"Tramdepot Universität Irchel","2019-01-17"
8037,"Tramdepot Universität Irchel","2019-02-14"
8037,"Tramdepot Universität Irchel","2019-03-14"
8037,"Tramdepot Universität Irchel","2019-04-11"
8037,"Tramdepot Universität Irchel","2019-05-09"
8037,"Tramdepot Universität Irchel","2019-06-06"
8037,"Tramdepot Universität Irchel","2019-07-04"
8037,"Tramdepot Universität Irchel","2019-08-29"
8037,"Tramdepot Universität Irchel","2019-09-26"
8037,"Tramdepot Universität Irchel","2019-10-24"
8037,"Tramdepot Universität Irchel","2019-11-21"
8037,"Tramdepot Universität Irchel","2019-12-19"
8038,"Wollishofen","2019-01-14"
8038,"Wollishofen","2019-02-11"
8038,"Wollishofen","2019-03-11"
8038,"Wollishofen","2019-04-08"
8038,"Wollishofen","2019-05-06"
8038,"Wollishofen","2019-06-03"
8038,"Wollishofen","2019-07-01"
8038,"Wollishofen","2019-08-26"
8038,"Wollishofen","2019-09-23"
8038,"Wollishofen","2019-10-21"
8038,"Wollishofen","2019-11-18"
8038,"Wollishofen","2019-12-16"
8041,"Strassenverkehrsamt","2019-01-25"
8041,"Strassenverkehrsamt","2019-02-22"
8041,"Strassenverkehrsamt","2019-03-22"
8041,"Strassenverkehrsamt","2019-05-17"
8041,"Strassenverkehrsamt","2019-06-14"
8041,"Strassenverkehrsamt","2019-07-12"
8041,"Strassenverkehrsamt","2019-09-06"
8041,"Strassenverkehrsamt","2019-10-04"
8041,"Strassenverkehrsamt","2019-11-01"
8041,"Strassenverkehrsamt","2019-11-29"
8041,"Wollishofen","2019-01-14"
8041,"Wollishofen","2019-02-11"
8041,"Wollishofen","2019-03-11"
8041,"Wollishofen","2019-04-08"
8041,"Wollishofen","2019-05-06"
8041,"Wollishofen","2019-06-03"
8041,"Wollishofen","2019-07-01"
8041,"Wollishofen","2019-08-26"
8041,"Wollishofen","2019-09-23"
8041,"Wollishofen","2019-10-21"
8041,"Wollishofen","2019-11-18"
8041,"Wollishofen","2019-12-16"
8044,"Tramdepot Universität Irchel","2019-01-17"
8044,"Tramdepot Universität Irchel","2019-02-14"
8044,"Tramdepot Universität Irchel","2019-03-14"
8044,"Tramdepot Universität Irchel","2019-04-11"
8044,"Tramdepot Universität Irchel","2019-05-09"
8044,"Tramdepot Universität Irchel","2019-06-06"
8044,"Tramdepot Universität Irchel","2019-07-04"
8044,"Tramdepot Universität Irchel","2019-08-29"
8044,"Tramdepot Universität Irchel","2019-09-26"
8044,"Tramdepot Universität Irchel","2019-10-24"
8044,"Tramdepot Universität Irchel","2019-11-21"
8044,"Tramdepot Universität Irchel","2019-12-19"
8045,"Strassenverkehrsamt","2019-01-25"
8045,"Strassenverkehrsamt","2019-02-22"
8045,"Strassenverkehrsamt","2019-03-22"
8045,"Strassenverkehrsamt","2019-05-17"
8045,"Strassenverkehrsamt","2019-06-14"
8045,"Strassenverkehrsamt","2019-07-12"
8045,"Strassenverkehrsamt","2019-09-06"
8045,"Strassenverkehrsamt","2019-10-04"
8045,"Strassenverkehrsamt","2019-11-01"
8045,"Strassenverkehrsamt","2019-11-29"
8046,"Seebach","2019-01-24"
8046,"Seebach","2019-02-21"
8046,"Seebach","2019-03-21"
8046,"Seebach","2019-04-18"
8046,"Seebach","2019-05-16"
8046,"Seebach","2019-06-13"
8046,"Seebach","2019-07-11"
8046,"Seebach","2019-09-05"
8046,"Seebach","2019-10-03"
8046,"Seebach","2019-10-31"
8046,"Seebach","2019-11-28"
8046,"Tramdepot Universität Irchel","2019-01-17"
8046,"Tramdepot Universität Irchel","2019-02-14"
8046,"Tramdepot Universität Irchel","2019-03-14"
8046,"Tramdepot Universität Irchel","2019-04-11"
8046,"Tramdepot Universität Irchel","2019-05-09"
8046,"Tramdepot Universität Irchel","2019-06-06"
8046,"Tramdepot Universität Irchel","2019-07-04"
8046,"Tramdepot Universität Irchel","2019-08-29"
8046,"Tramdepot Universität Irchel","2019-09-26"
8046,"Tramdepot Universität Irchel","2019-10-24"
8046,"Tramdepot Universität Irchel","2019-11-21"
8046,"Tramdepot Universität Irchel","2019-12-19"
8047,"Albisrieden","2019-01-22"
8047,"Albisrieden","2019-02-19"
8047,"Albisrieden","2019-03-19"
8047,"Albisrieden","2019-04-16"
8047,"Albisrieden","2019-05-14"
8047,"Albisrieden","2019-06-11"
8047,"Albisrieden","2019-07-09"
8047,"Albisrieden","2019-09-03"
8047,"Albisrieden","2019-10-01"
8047,"Albisrieden","2019-10-29"
8047,"Albisrieden","2019-11-26"
8047,"Letzigrund","2019-01-15"
8047,"Letzigrund","2019-02-12"
8047,"Letzigrund","2019-03-12"
8047,"Letzigrund","2019-04-09"
8047,"Letzigrund","2019-05-07"
8047,"Letzigrund","2019-06-04"
8047,"Letzigrund","2019-07-02"
8047,"Letzigrund","2019-08-27"
8047,"Letzigrund","2019-09-24"
8047,"Letzigrund","2019-10-22"
8047,"Letzigrund","2019-11-19"
8047,"Letzigrund","2019-12-17"
8048,"Albisrieden","2019-01-22"
8048,"Albisrieden","2019-02-19"
8048,"Albisrieden","2019-03-19"
8048,"Albisrieden","2019-04-16"
8048,"Albisrieden","2019-05-14"
8048,"Albisrieden","2019-06-11"
8048,"Albisrieden","2019-07-09"
8048,"Albisrieden","2019-09-03"
8048,"Albisrieden","2019-10-01"
8048,"Albisrieden","2019-10-29"
8048,"Albisrieden","2019-11-26"
8048,"Letzigrund","2019-01-15"
8048,"Letzigrund","2019-02-12"
8048,"Letzigrund","2019-03-12"
8048,"Letzigrund","2019-04-09"
8048,"Letzigrund","2019-05-07"
8048,"Letzigrund","2019-06-04"
8048,"Letzigrund","2019-07-02"
8048,"Letzigrund","2019-08-27"
8048,"Letzigrund","2019-09-24"
8048,"Letzigrund","2019-10-22"
8048,"Letzigrund","2019-11-19"
8048,"Letzigrund","2019-12-17"
8049,"Wartau","2019-01-18"
8049,"Wartau","2019-02-15"
8049,"Wartau","2019-03-15"
8049,"Wartau","2019-04-12"
8049,"Wartau","2019-05-10"
8049,"Wartau","2019-06-07"
8049,"Wartau","2019-07-05"
8049,"Wartau","2019-08-30"
8049,"Wartau","2019-09-27"
8049,"Wartau","2019-10-25"
8049,"Wartau","2019-11-22"
8049,"Wartau","2019-12-20"
8050,"Seebach","2019-01-24"
8050,"Seebach","2019-02-21"
8050,"Seebach","2019-03-21"
8050,"Seebach","2019-04-18"
8050,"Seebach","2019-05-16"
8050,"Seebach","2019-06-13"
8050,"Seebach","2019-07-11"
8050,"Seebach","2019-09-05"
8050,"Seebach","2019-10-03"
8050,"Seebach","2019-10-31"
8050,"Seebach","2019-11-28"
8050,"Tramdepot Universität Irchel","2019-01-17"
8050,"Tramdepot Universität Irchel","2019-02-14"
8050,"Tramdepot Universität Irchel","2019-03-14"
8050,"Tramdepot Universität Irchel","2019-04-11"
8050,"Tramdepot Universität Irchel","2019-05-09"
8050,"Tramdepot Universität Irchel","2019-06-06"
8050,"Tramdepot Universität Irchel","2019-07-04"
8050,"Tramdepot Universität Irchel","2019-08-29"
8050,"Tramdepot Universität Irchel","2019-09-26"
8050,"Tramdepot Universität Irchel","2019-10-24"
8050,"Tramdepot Universität Irchel","2019-11-21"
8050,"Tramdepot Universität Irchel","2019-12-19"
8051,"Hirzenbach","2019-01-16"
8051,"Hirzenbach","2019-02-13"
8051,"Hirzenbach","2019-03-13"
8051,"Hirzenbach","2019-04-10"
8051,"Hirzenbach","2019-05-08"
8051,"Hirzenbach","2019-06-05"
8051,"Hirzenbach","2019-07-03"
8051,"Hirzenbach","2019-08-28"
8051,"Hirzenbach","2019-09-25"
8051,"Hirzenbach","2019-10-23"
8051,"Hirzenbach","2019-11-20"
8051,"Hirzenbach","2019-12-18"
8051,"Tramdepot Universität Irchel","2019-01-17"
8051,"Tramdepot Universität Irchel","2019-02-14"
8051,"Tramdepot Universität Irchel","2019-03-14"
8051,"Tramdepot Universität Irchel","2019-04-11"
8051,"Tramdepot Universität Irchel","2019-05-09"
8051,"Tramdepot Universität Irchel","2019-06-06"
8051,"Tramdepot Universität Irchel","2019-07-04"
8051,"Tramdepot Universität Irchel","2019-08-29"
8051,"Tramdepot Universität Irchel","2019-09-26"
8051,"Tramdepot Universität Irchel","2019-10-24"
8051,"Tramdepot Universität Irchel","2019-11-21"
8051,"Tramdepot Universität Irchel","2019-12-19"
8052,"Seebach","2019-01-24"
8052,"Seebach","2019-02-21"
8052,"Seebach","2019-03-21"
8052,"Seebach","2019-04-18"
8052,"Seebach","2019-05-16"
8052,"Seebach","2019-06-13"
8052,"Seebach","2019-07-11"
8052,"Seebach","2019-09-05"
8052,"Seebach","2019-10-03"
8052,"Seebach","2019-10-31"
8052,"Seebach","2019-11-28"
8053,"Burgwies","2019-01-21"
8053,"Burgwies","2019-02-18"
8053,"Burgwies","2019-03-18"
8053,"Burgwies","2019-04-15"
8053,"Burgwies","2019-05-13"
8053,"Burgwies","2019-07-08"
8053,"Burgwies","2019-09-02"
8053,"Burgwies","2019-09-30"
8053,"Burgwies","2019-10-28"
8053,"Burgwies","2019-11-25"
8055,"Albisrieden","2019-01-22"
8055,"Albisrieden","2019-02-19"
8055,"Albisrieden","2019-03-19"
8055,"Albisrieden","2019-04-16"
8055,"Albisrieden","2019-05-14"
8055,"Albisrieden","2019-06-11"
8055,"Albisrieden","2019-07-09"
8055,"Albisrieden","2019-09-03"
8055,"Albisrieden","2019-10-01"
8055,"Albisrieden","2019-10-29"
8055,"Albisrieden","2019-11-26"
8055,"Strassenverkehrsamt","2019-01-25"
8055,"Strassenverkehrsamt","2019-02-22"
8055,"Strassenverkehrsamt","2019-03-22"
8055,"Strassenverkehrsamt","2019-05-17"
8055,"Strassenverkehrsamt","2019-06-14"
8055,"Strassenverkehrsamt","2019-07-12"
8055,"Strassenverkehrsamt","2019-09-06"
8055,"Strassenverkehrsamt","2019-10-04"
8055,"Strassenverkehrsamt","2019-11-01"
8055,"Strassenverkehrsamt","2019-11-29"
8057,"Tramdepot Universität Irchel","2019-01-17"
8057,"Tramdepot Universität Irchel","2019-02-14"
8057,"Tramdepot Universität Irchel","2019-03-14"
8057,"Tramdepot Universität Irchel","2019-04-11"
8057,"Tramdepot Universität Irchel","2019-05-09"
8057,"Tramdepot Universität Irchel","2019-06-06"
8057,"Tramdepot Universität Irchel","2019-07-04"
8057,"Tramdepot Universität Irchel","2019-08-29"
8057,"Tramdepot Universität Irchel","2019-09-26"
8057,"Tramdepot Universität Irchel","2019-10-24"
8057,"Tramdepot Universität Irchel","2019-11-21"
8057,"Tramdepot Universität Irchel","2019-12-19"
8064,"Tramdepot Hard","2019-01-19"
8064,"Tramdepot Hard","2019-02-16"
8064,"Tramdepot Hard","2019-03-16"
8064,"Tramdepot Hard","2019-04-13"
8064,"Tramdepot Hard","2019-05-11"
8064,"Tramdepot Hard","2019-06-08"
8064,"Tramdepot Hard","2019-07-06"
8064,"Tramdepot Hard","2019-08-31"
8064,"Tramdepot Hard","2019-09-28"
8064,"Tramdepot Hard","2019-10-26"
8064,"Tramdepot Hard","2019-11-23"
8064,"Tramdepot Hard","2019-12-21"
8064,"Wartau","2019-01-18"
8064,"Wartau","2019-02-15"
8064,"Wartau","2019-03-15"
8064,"Wartau","2019-04-12"
8064,"Wartau","2019-05-10"
8064,"Wartau","2019-06-07"
8064,"Wartau","2019-07-05"
8064,"Wartau","2019-08-30"
8064,"Wartau","2019-09-27"
8064,"Wartau","2019-10-25"
8064,"Wartau","2019-11-22"
8064,"Wartau","2019-12-20"
