"PLZ","Station","Abholdatum"
8001,"Burgwies","2020-01-06"
8001,"Burgwies","2020-02-03"
8001,"Burgwies","2020-03-02"
8001,"Burgwies","2020-03-30"
8001,"Burgwies","2020-04-27"
8001,"Burgwies","2020-05-25"
8001,"Burgwies","2020-06-22"
8001,"Burgwies","2020-08-17"
8001,"Burgwies","2020-09-14"
8001,"Burgwies","2020-10-12"
8001,"Burgwies","2020-11-09"
8001,"Burgwies","2020-12-07"
8001,"Hardturm (neuer Standort)","2020-01-04"
8001,"Hardturm (neuer Standort)","2020-02-01"
8001,"Hardturm (neuer Standort)","2020-03-28"
8001,"Hardturm (neuer Standort)","2020-04-25"
8001,"Hardturm (neuer Standort)","2020-05-23"
8001,"Hardturm (neuer Standort)","2020-06-20"
8001,"Hardturm (neuer Standort)","2020-08-15"
8001,"Hardturm (neuer Standort)","2020-09-12"
8001,"Hardturm (neuer Standort)","2020-10-10"
8001,"Hardturm (neuer Standort)","2020-11-07"
8001,"Hardturm (neuer Standort)","2020-12-05"
8001,"Tramdepot Universität Irchel","2020-01-30"
8001,"Tramdepot Universität Irchel","2020-02-27"
8001,"Tramdepot Universität Irchel","2020-03-26"
8001,"Tramdepot Universität Irchel","2020-04-23"
8001,"Tramdepot Universität Irchel","2020-06-18"
8001,"Tramdepot Universität Irchel","2020-08-13"
8001,"Tramdepot Universität Irchel","2020-09-10"
8001,"Tramdepot Universität Irchel","2020-10-08"
8001,"Tramdepot Universität Irchel","2020-11-05"
8001,"Tramdepot Universität Irchel","2020-12-03"
8002,"Strassenverkehrsamt","2020-01-10"
8002,"Strassenverkehrsamt","2020-02-07"
8002,"Strassenverkehrsamt","2020-03-06"
8002,"Strassenverkehrsamt","2020-04-03"
8002,"Strassenverkehrsamt","2020-05-29"
8002,"Strassenverkehrsamt","2020-06-26"
8002,"Strassenverkehrsamt","2020-08-21"
8002,"Strassenverkehrsamt","2020-09-18"
8002,"Strassenverkehrsamt","2020-10-16"
8002,"Strassenverkehrsamt","2020-11-13"
8002,"Strassenverkehrsamt","2020-12-11"
8002,"Wollishofen","2020-01-27"
